id,subset,source_url,source_domain,crawl_type,source_description,topic,question_type,license,license_status,license_terms_url
ebc7e8897ae56da6b419fc1c332b40c55ba6d54873ce2cb4d0310d1d4c139044,text,https://web.evanchen.cc/exams/TSTST-2020.pdf,web.evanchen.cc,,,Math,Calculation,no licence stated,unverified,
048d60c6a44c92248975dff4a6b61f13c57b8292bfa804a06deeb54091fc8e56,text,https://ocw.mit.edu/courses/1-85-water-and-wastewater-treatment-engineering-spring-2006/pages/assignments/,ocw.mit.edu,qa,,Other,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
59ec5e92d8be7b017f17bc16157a0b5fefc93bfc2183d0842d166f5f5b36fca8,text,https://ocw.mit.edu/courses/14-12-economic-applications-of-game-theory-fall-2012/download/,ocw.mit.edu,qa,,Math,Proof,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
483dbe47d2cf56a7446b3c021f047ee3126470ca7f0bb17abcde43719ed6be5f,text,https://ocw.mit.edu/courses/8-044-statistical-physics-i-spring-2013/resources/mit8_044s14_praexam2sol_03/,ocw.mit.edu,qa,,Physics,Proof,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
52f2de45bc04c05379a1564cdca16d7a2c7f9566754a323f9fcee10218120cb1,text,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2005/pages/exams/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
a1b762d66cea4f3295e47985c38a630a48df70fa1ef90a7e325b7e6296386174,text,https://galois.math.ucdavis.edu/doku.php?do=media&id=mastersdegree&image=ggamf015.pdf&ns=&tab_details=view,galois.math.ucdavis.edu,qa,,Math,Calculation,no licence stated,verified,https://galois.math.ucdavis.edu/doku.php?id=start
f5ebbc5efe1de931dc679e673b1c105e9bf8538059b0c398302b421336b7bc64,text,https://ocw.mit.edu/courses/5-61-physical-chemistry-fall-2017/pages/assignments/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
29286ed271bae1a7e3cf85648c53d584866373ef3373a99dd2b120bdbb5337de,text,https://abinitiomp.org/teaching/mtle6120/,abinitiomp.org,qa,,Physics,Calculation,no licence stated,unverified,
baa6d6ead933aebea895e8b9c035418fb13243481d5c352f61b4c0c2781b2b45,text,https://ocw.mit.edu/courses/6-013-electromagnetics-and-applications-spring-2009/download/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
1a44c809dab73da936fae3095e02cf772d53b36d49464fd803cb33d52f9d41f3,text,https://physics.umd.edu/courses/Phys402/cohen05/402.htm,physics.umd.edu,qa,,Physics,Essay,no licence stated,unverified,
aafe38d0ced6ba8ab429c47155133cb1ac764651ad0e36f7ff52c104220415ff,text,https://ocw.mit.edu/courses/8-04-quantum-physics-i-spring-2013/resources/mit8_04s13_ps3_sol/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
b73c82d9dc44f75504428ca5aeab5bb1d133ea44f677ebb69f6bb500d9a9a1f9,text,https://ocw.mit.edu/courses/1-061-transport-processes-in-the-environment-fall-2008/pages/lecture-notes/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
4743c987df8405be7c0e947c0ec699bb9c9f7c066fa5359cb1dfe82f5b80630a,text,https://knzhou.github.io/,knzhou.github.io,qa,,Physics,Calculation,no licence stated,verified,https://knzhou.github.io/
56a4452a9ea78085e4811138e2bfab3566db5f668209d856c62efe9f76e10357,text,https://knzhou.github.io/,knzhou.github.io,qa,,Physics,Calculation,no licence stated,verified,https://knzhou.github.io/
4c94660eb5682bbf3b5eda0d8e5e57495478a4dfb3df77e0a059ecf96212df76,text,https://web.evanchen.cc/exams/TSTST-2021.pdf,web.evanchen.cc,,,Math,Calculation,no licence stated,unverified,
efb3d2eb2b1aba8a6ee0a4771fca7c2e6945e841ece31612b4b6ed56f6a30580,text,https://knzhou.github.io/,knzhou.github.io,qa,,Physics,Calculation,no licence stated,verified,https://knzhou.github.io/
78a23ae51a2c9eafe763d09dad5639e836a9cd7fdd8b76d9e86dacb55c169e29,text,https://ocw.mit.edu/courses/22-812j-managing-nuclear-technology-spring-2004/download/,ocw.mit.edu,qa,,Finance,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
5d868eb1958b5e597ded9e9b2ecd7bef62f11afe986a7f62c65dd94aaa979091,text,https://knzhou.github.io/,knzhou.github.io,qa,,Physics,Calculation,no licence stated,verified,https://knzhou.github.io/
fbe5344656ca722472f0c0fc95e6eeb988717c458b4b850c0378b26923f6b8a9,text,https://physrefs.mit.edu/general-exam-preparation/,physrefs.mit.edu,qa,,Physics,Calculation,no licence stated,unverified,
3e8e689ca4159963aabd75228e19fb95271a41330214fd191d5573e7a7607cc6,text,https://ocw.mit.edu/courses/14-662-labor-economics-ii-spring-2015/download/,ocw.mit.edu,qa,,Other,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
90b88f53105550ca2a59af27e091771a45532e055adec2811b0242d23923ea89,text,https://ocw.mit.edu/courses/12-005-applications-of-continuum-mechanics-to-earth-atmospheric-and-planetary-sciences-spring-2006/download/,ocw.mit.edu,qa,,Math,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
ef41bcb0d98081e31bfa4eb47c1047cf764f5a51f4d033c69bead80e5f45a61d,text,https://physrefs.mit.edu/general-exam-preparation/,physrefs.mit.edu,qa,,Physics,Calculation,no licence stated,unverified,
2f94fbd4adc3fa164269157198603a221254a5b47c89807703e630bd14c9dacf,text,https://ocw.mit.edu/courses/6-642-continuum-electromechanics-fall-2008/download/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
16eaa8f44a64fda8f22bae1b896550be74dabd8312691183df3bd43c69fba9f7,text,https://ocw.mit.edu/courses/1-34-waste-containment-and-remediation-technology-spring-2004/pages/exams/,ocw.mit.edu,qa,,Other,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
0e7712dabb5196fa273367e69114b88566ea6437cc7702473e2a0fecb3c8354b,text,https://ocw.mit.edu/courses/8-821-string-theory-fall-2008/download/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
61cb1bdd4f4e2ce195bbb774d792091738a4f56eaed6ddd2504eb986a34a6255,text,https://pages.uoregon.edu/raghu/TeachingFiles/Old%20Course%20Pages/Physics353Spring2008.html,pages.uoregon.edu,qa,,Physics,Calculation,no licence stated,unverified,
f71fd8b7e909c0dba89617c4438e628551cccd2be5b2184bc3e34b9066fdeb6c,text,https://classroom.physics.tamu.edu/elec-mag/previous-tests/,classroom.physics.tamu.edu,qa,,Physics,Calculation,no licence stated,unverified,
65a36a211da7cb7e773046e0d29879ff57828357f753fcdb7790bf1a29e6fe1e,text,https://web.evanchen.cc/exams/JMO-2018-notes.pdf,web.evanchen.cc,,,Math,Calculation,no licence stated,unverified,
7c8a395e4c82cb89355a72d4be527de5c20856c02051f1d432b95685749da4d3,text,https://knzhou.github.io/,knzhou.github.io,qa,,Physics,Calculation,no licence stated,verified,https://knzhou.github.io/
81536e29920c96ae49fd52ce22d22820d233c740db76602d01ce1fdc70a3c31a,text,https://www.aapt.org/physicsteam/PT-exams.cfm,www.aapt.org,qa,,Physics,Calculation,no licence stated,verified,https://www.aapt.org/physicsteam/PT-exams.cfm
a7e3636c3aee595f283a36afc379b276009af31c7d85c527ec14c01563574aaf,text,https://ocw.mit.edu/courses/15-083j-integer-programming-and-combinatorial-optimization-fall-2009/download/,ocw.mit.edu,qa,,Math,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
a810224fbabe134b6b0d4283817b55291d0c2c34779ec26f5abf85c5f156c243,text,https://ocw.mit.edu/courses/1-203j-logistical-and-transportation-planning-methods-fall-2006/pages/exams/,ocw.mit.edu,qa,,Math,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
6d71322e4233ef1f166a7f12777ef418e1527f638d4734729be69db8116ba032,text,https://knzhou.github.io/,knzhou.github.io,qa,,Physics,Calculation,no licence stated,verified,https://knzhou.github.io/
ef5119e8c05d991b94f267d4f5d4923e8f22bfabcce8be39e7c996e15a1e7d7f,text,https://aapt.org/physicsteam/PT-exams.cfm,aapt.org,qa,,Physics,Calculation,no licence stated,verified,https://www.aapt.org/physicsteam/PT-exams.cfm
fb12e829cca0ad7cfa2665b34c6b6fa17c5995353ad78b99a110d8be4597b38f,text,https://galois.math.ucdavis.edu/doku.php?do=media&id=mathlinks&image=ggamf013.pdf&ns=&tab_details=view,galois.math.ucdavis.edu,qa,,Physics,Calculation,no licence stated,verified,https://galois.math.ucdavis.edu/doku.php?id=start
0e4910bf730d8887056e63f4f8a4182e15cbe62bdfeaa3a4ddd97ad1c6c61a4e,text,https://knzhou.github.io/,knzhou.github.io,qa,,Physics,Calculation,no licence stated,verified,https://knzhou.github.io/
daa9d0a4b15142cf13f6f1830597ea80ec2ad36e280793fcfe11da64d230e818,text,https://ocw.mit.edu/courses/8-07-electromagnetism-ii-fall-2012/download/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
90bfd4553eee2044c2d5a599e9cfd1833e8bf8439b514a5a04c89a13612722df,text,https://web.evanchen.cc/exams/USEMO-2023.pdf,web.evanchen.cc,,,Math,Proof,no licence stated,unverified,
e3274d224bff05276b54474444f1947cb08cdb3b17cf13c90a98679c5af52890,text,https://web.evanchen.cc/exams/IMO-2024-notes.pdf,web.evanchen.cc,,,Math,Proof,no licence stated,unverified,
de5edc83bc7bdf7e3307eecaeae7b59c947b9d88c11ac0f36954dede256f2337,text,https://ocw.mit.edu/courses/7-03-genetics-fall-2004/download/,ocw.mit.edu,qa,,Biology,Essay,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
c3b60b6e1d91980a0e06efca93716847a59b8ddd2f23feb35d6092f1cbc6adcc,text,https://ocw.mit.edu/courses/6-896-theory-of-parallel-hardware-sma-5511-spring-2004/resources/fsol/,ocw.mit.edu,qa,,Other,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
6dabaea043b59fc0d6f720ef5d1da7ae013ff37689f4e8cc2d80a0e1a70d219e,text,https://ocw.mit.edu/courses/22-611j-introduction-to-plasma-physics-i-fall-2006/resources/pset2sol_02/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
9e168b36eee866a7412ec96874c8e82fb107eeec8581f8cfc7b78e2e93eab6f6,text,https://ocw.mit.edu/courses/6-642-continuum-electromechanics-fall-2008/download/,ocw.mit.edu,qa,,Physics,Derivation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
b0234c3301e2fec0a08ed0770eb7c18fe0eac47f3f04bdf8a90f3fc643e23e45,text,https://aapt.org/physicsteam/PT-exams.cfm,aapt.org,qa,,Physics,Calculation,no licence stated,verified,https://www.aapt.org/physicsteam/PT-exams.cfm
f146e46e347802ada82845d0ddc42135c1a924b6f195c4b2d556c544f51942f7,text,https://ocw.mit.edu/courses/14-453-macroeconomic-theory-iii-fall-2006/pages/assignments/,ocw.mit.edu,qa,,Math,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
8320d786b7e1205273780ef8149d6eb80ed73db30f725c044501734f0ad06663,text,https://galois.math.ucdavis.edu/doku.php?do=media&id=srag&image=ggamf015.pdf&ns=&tab_details=view,galois.math.ucdavis.edu,qa,,Physics,Calculation,no licence stated,verified,https://galois.math.ucdavis.edu/doku.php?id=start
db8dabc953dd2889f640e3187d586dbbf8d358a8092831b18daec874eeba8760,text,https://ocw.mit.edu/courses/14-02-principles-of-macroeconomics-spring-2023/pages/quizzes/,ocw.mit.edu,qa,,Other,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
6d361ad8d2cc09f3e33e523e20273d74bc3a73aac59cb4032b8fc698a6fe6389,text,https://ocw.mit.edu/courses/16-01-unified-engineering-i-ii-iii-iv-fall-2005-spring-2006/resources/thermo2003quizsol/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
3380cdc1a49f06bf7e9faccc895f1181baa2fdfad2533aadfac3ee3647602b7c,text,https://ocw.mit.edu/courses/8-07-electromagnetism-ii-fall-2012/pages/exams/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
3e4773d06cf1ec7f86bb7002edeb5bd7138152f0a279fbcd0c0603db4a790654,text,https://ocw.mit.edu/courses/22-313j-thermal-hydraulics-in-power-technology-spring-2007/download/,ocw.mit.edu,qa,,Physics,Essay,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
c17267c749697f30b430998e651bffae5f80dc1dd0256e5e89818cb4d9123b97,text,https://web.evanchen.cc/exams/USAMO-2024-notes.pdf,web.evanchen.cc,,,Math,Proof,no licence stated,unverified,
852deec0ed08dae3d7743dabe2c613454ac001683a1ed4f8c87217ae07b57b41,text,https://ocw.mit.edu/courses/18-366-random-walks-and-diffusion-fall-2006/download/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
1a1d79fec58c187858139764cdf905d1c8ccd6d24f85a5f6846f07636b15438b,text,https://physics.montana.edu/grad/qualifyingexam_archive.html,physics.montana.edu,qa,,Physics,Calculation,no licence stated,unverified,
43f1d8f9e0ef05bfb56cbfde7e555fd4d0c1982d078577820847ffb4e7f509dd,text,https://knzhou.github.io/,knzhou.github.io,qa,,Physics,Calculation,no licence stated,verified,https://knzhou.github.io/
bf19b641549b69e7b1db5bda2f1cd0b15a4e482a04cb07d8dbd4fdd6cd5ecd72,text,https://galois.math.ucdavis.edu/doku.php?do=media&id=srsem&image=ggamf013.pdf&ns=&tab_details=view,galois.math.ucdavis.edu,qa,,Math,Calculation,no licence stated,verified,https://galois.math.ucdavis.edu/doku.php?id=start
cd16a9376cd71289aa3ec4147e4224a4741324c51d4851285db0447d6330b58f,text,https://ocw.mit.edu/courses/2-22-design-principles-for-ocean-vehicles-13-42-spring-2005/pages/assignments/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
530d933a0a107be079a2741555601d095a1da60ce44c8e4558c48aaab5f3ec7d,text,https://physics.yale.edu/academics/graduate-studies/graduate-student-handbook/qualifying-exam-past-exams,physics.yale.edu,qa,,Physics,Calculation,no licence stated,unverified,
ae3a70eda2bde02d016a977a4993893c44c8df03e0913dc08c89014694a327d9,text,https://ocw.mit.edu/courses/14-27-economics-and-e-commerce-fall-2014/pages/exams/,ocw.mit.edu,qa,,Economics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
693e6e45cbc5e252e6970db96459efdfc456e4e17507872574fde19f568dde9e,text,https://ocw.mit.edu/courses/8-04-quantum-physics-i-spring-2013/resources/mit8_04s13_ps1_sol/,ocw.mit.edu,qa,,Physics,Proof,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
532ab106b4d7cfbc52db92becca50b522e3d2730a611844edc6720cafedc5699,text,https://ocw.mit.edu/courses/18-085-computational-science-and-engineering-i-fall-2008/resources/pset8/,ocw.mit.edu,qa,,Math,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
7ec6065c17374cc2f70178d1b352441a8fe147baed2cd6ef0b8657944f6df884,text,https://ocw.mit.edu/courses/15-401-finance-theory-i-fall-2008/resources/final-exam-review-slides/,ocw.mit.edu,qa,,Finance,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
212cb2c1a1e943e91d1a4c1751c440b4f7cc997d2bbd851c0d14e05fb430ff38,text,https://galois.math.ucdavis.edu/doku.php?do=media&id=qualadvice&image=ggamf015.pdf&ns=&tab_details=view,galois.math.ucdavis.edu,qa,,Math,Derivation,no licence stated,verified,https://galois.math.ucdavis.edu/doku.php?id=start
56638143c9f6fd2da723bb35fd4f8ba7d25255940e3f6422ae68685d6c72e8d5,text,https://www.physics.purdue.edu/~jones105/phys42200_Spring2015/index.html,www.physics.purdue.edu,qa,,Physics,Calculation,no licence stated,unverified,
0baea0bf5af52e886023a07c8d19ad119e3354b477b030b64c54f5b378ccb82d,text,https://www.ruf.rice.edu/~eulers/prevtests.html,www.ruf.rice.edu,qa,,Math,Calculation,no licence stated,unverified,
4c8f2fa5e985e5ca51f1dcb1649acb35dbac436f525d17aa74d61d07dc9ff02e,text,https://knzhou.github.io/,knzhou.github.io,qa,,Physics,Calculation,no licence stated,verified,https://knzhou.github.io/
c10f65cf75cd308bb9831423b287118e9791f56d40314f6eea1f066728cdba0e,text,https://www.aapt.org/physicsteam/PT-exams.cfm,www.aapt.org,qa,,Physics,Calculation,no licence stated,verified,https://www.aapt.org/physicsteam/PT-exams.cfm
fca5303c8fc2e959fbccdfd71b080b850c75fbf134699d88e16e63fb8a964bc7,text,https://www.cse.iitb.ac.in/~mythili/teaching/cs653_spring2014/index.html,www.cse.iitb.ac.in,qa,,Other,Calculation,no licence stated,unverified,
a3e44c54bf7767c2447b2f986df9de30ca889df1f45fe03194b13d7c9f87871f,text,https://ocw.mit.edu/courses/6-451-principles-of-digital-communication-ii-spring-2005/pages/exams/,ocw.mit.edu,qa,,Math,Essay,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
5fc46980439c10b61f100ddd8bf61ceb397603e06ec6f6ee6d3c317e9fbebd7a,text,https://ocw.mit.edu/courses/3-22-mechanical-behavior-of-materials-spring-2008/download/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
3dc680353c39b886ec77fc4105adabbecf40973d4913d1689210215e4f0a8d2c,text,https://galois.math.ucdavis.edu/doku.php?do=media&id=residency&image=ggamf012.pdf&ns=&tab_details=view,galois.math.ucdavis.edu,qa,,Math,Calculation,no licence stated,verified,https://galois.math.ucdavis.edu/doku.php?id=start
9f47ac3f1a098c65f4621b9b09e94e02b57c035dce8f86f0379d1cbb0ab15909,text,https://www.fys.ku.dk/~jjensen/SolidState/Undervisning.htm,www.fys.ku.dk,qa,,Physics,Calculation,no licence stated,unverified,
761405d6318ce679abae0bbf1cbc2602beadd4be95924f8d569a5d0c8f43191f,text,https://ocw.mit.edu/courses/6-245-multivariable-control-systems-spring-2004/resources/ps7sol_6245_2004/,ocw.mit.edu,qa,,Math,Proof,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
b3cc150b2a17feddf98ff72ee6f25d5a71a6e8c6b32f828d1bb96f4dcba19e1d,text,https://ocw.mit.edu/courses/6-451-principles-of-digital-communication-ii-spring-2005/download/,ocw.mit.edu,qa,,Math,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
39d7da82ab1fe5412dacad723d826213f1c740ef4f160eccd217a0c9d9f3b66a,text,https://knzhou.github.io/,knzhou.github.io,qa,,Physics,Calculation,no licence stated,verified,https://knzhou.github.io/
2ecffc530b2c8540d6f23c889522a377a342702d292a1c5f65795b3c9ccb5016,text,https://ocw.mit.edu/courses/16-01-unified-engineering-i-ii-iii-iv-fall-2005-spring-2006/resources/pset12_sol_04/,ocw.mit.edu,qa,,Math,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
01fb9b177fae24c1e95fe6db96692f68ede9e1d91185daf2d993977bc796b477,text,https://knzhou.github.io/,knzhou.github.io,qa,,Physics,Calculation,no licence stated,verified,https://knzhou.github.io/
834992e14ef44029bbf368f1610bffa99479a39ad32fe420e77d5ee2ac51093a,text,https://ocw.mit.edu/courses/8-334-statistical-mechanics-ii-statistical-physics-of-fields-spring-2014/download/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
8a17a7f101684789f884261b3ccfbfb763612694b6368e41eb2e42a3418f3a27,text,https://web.evanchen.cc/exams/USEMO-2024.pdf,web.evanchen.cc,,,Math,Proof,no licence stated,unverified,
e843b19cacb769ea9db92b68f528039c81ef895a151f619689d4d33e864e9e9b,text,https://ocw.mit.edu/courses/16-01-unified-engineering-i-ii-iii-iv-fall-2005-spring-2006/pages/assignments/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
87c22166c1231de2ab6704e61b138f5c0d5c29d0c91baa148db2bf5fa42732ed,text,http://users.wfu.edu/ecarlson/cosmo2/index.html,users.wfu.edu,qa,,Physics,Calculation,no licence stated,unverified,
1581b9949b4e611540cc2b4a02f6e06d905f5ff34b20a16932982493e7e1cb0d,text,https://ocw.mit.edu/courses/8-334-statistical-mechanics-ii-statistical-physics-of-fields-spring-2014/pages/exams/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
573652af7dfe2e2c54afe8485fb971deb97597777b19ca78e41843a64f2ad9db,text,https://ocw.mit.edu/courses/8-324-relativistic-quantum-field-theory-ii-fall-2010/pages/assignments/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
616b1a196ea31950c7865d73c239623dc3d399b4c7685fe8382edf35fbc757a4,text,https://galois.math.ucdavis.edu/doku.php?do=media&id=fundraiser&image=ggams015.pdf&ns=&tab_details=view,galois.math.ucdavis.edu,qa,,Math,Calculation,no licence stated,verified,https://galois.math.ucdavis.edu/doku.php?id=start
a286074807d92c6d9d8134ccc486d8bcd50edfbbb37a7fb07a6cfd9741a4c983,text,https://webhome.phy.duke.edu/~mehen/182/hw.html,webhome.phy.duke.edu,qa,,Physics,Calculation,no licence stated,unverified,
49d5fdff9cced5f679504b96a06ca9aeff54b0d954d76459f4092db1ab237b64,text,https://web.evanchen.cc/exams/TSTST-2024.pdf,web.evanchen.cc,,,Math,Proof,no licence stated,unverified,
1962c6e23379d6e1666073e11f42f47efe18872fd43a36fd58d3fe7768e9e3c4,text,https://ocw.mit.edu/courses/6-243j-dynamics-of-nonlinear-systems-fall-2003/download/,ocw.mit.edu,qa,,Math,Proof,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
3d8aa3b33e6503c27f2761f1dec62bfa806c77be77fb8b7a61472a77e8228b9a,text,https://ocw.mit.edu/courses/8-334-statistical-mechanics-ii-statistical-physics-of-fields-spring-2014/download/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
7dcec3a5b7a39fc9c081a2dd2edfc2f88856b4a2ee44162cb39d2e5d3bbab07a,text,https://ocw.mit.edu/courses/8-334-statistical-mechanics-ii-statistical-physics-of-fields-spring-2014/download/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
7323b8ac2b6696d2437700049d5ae98b6c1872f90b5a6dfb3510a4de15e90e41,text,http://eduardo.physics.illinois.edu/phys504/homepage/physics504.html,eduardo.physics.illinois.edu,qa,,Physics,Calculation,no licence stated,unverified,
1057e483be49ecb8503d3b9b365e38fa67b6975c1abe2419f6247e944f2211ca,text,https://knzhou.github.io/,knzhou.github.io,qa,,Physics,Calculation,no licence stated,verified,https://knzhou.github.io/
b8d358b1a999b0ee6f5905b28bf50be0ccf8574f51afd8b3f6258d1fb4e06970,text,http://users.wfu.edu/ecarlson/cosmo2/index.html,users.wfu.edu,qa,,Physics,Calculation,no licence stated,unverified,
852caa9114aac224bc0a1670ab6efc9640a155a2803a2b473b911e2c65a6f699,text,https://homepage.physics.uiowa.edu/~jhalekas/teaching/eandm1_2019/notes.html,homepage.physics.uiowa.edu,qa,,Physics,Calculation,no licence stated,unverified,
d8fbca1613e187490c5367d76940580023c3739f81e3529beb13b74ae8824734,text,https://www.math.harvard.edu/graduate/study-the-qualifying-exam/some-old-qualifying-exams/,www.math.harvard.edu,qa,,Math,Calculation,no licence stated,unverified,
9870365142ec8f14bbaf786e5d0375f370a6df3be995a86c4d0a326b7e1b7382,text,https://ocw.mit.edu/courses/14-123-microeconomic-theory-iii-spring-2015/download/,ocw.mit.edu,qa,,Finance,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
44c79bedd367e1301c8395f6b54f833ed1049e29fcb668a33bdc5ac84f97470a,text,https://knzhou.github.io/,knzhou.github.io,qa,,Physics,Calculation,no licence stated,verified,https://knzhou.github.io/
ae5985358eff2a0e215fe169ae4dde429efd10aa453ebac44b9e11de641d9986,text,https://ocw.mit.edu/courses/8-01x-physics-i-classical-mechanics-with-an-experimental-focus-fall-2002/pages/exams/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
2a0ffa0088da4f314bc764caddfdebc3139adf436bb725067aa73ef99b7de0a0,text,https://ocw.mit.edu/courses/6-046j-introduction-to-algorithms-sma-5503-fall-2005/download/,ocw.mit.edu,qa,,Math,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
960ce086a7aed4fefb087ac744af6a8e059469b71cc002a36ab1d7c6c4f5d54c,text,https://ocw.mit.edu/courses/3-205-thermodynamics-and-kinetics-of-materials-fall-2006/download/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
ef4588d45ec29a559a808d41424c4819aa6ee6db1b3a3b2919d65a3706e68ab2,text,https://arielrubinstein.tau.ac.il/gamet/index.html,arielrubinstein.tau.ac.il,qa,,Math,Essay,no licence stated,unverified,
8a71d27be8a351fd45f20aad7c655b647111ceeccc19a1645c573f6eeb297d48,text,https://smp.uq.edu.au/uq-qamt-problem-solving-competition,smp.uq.edu.au,qa,,Math,Calculation,no licence stated,unverified,
94d2bd60c3c870e756eb6f126fdbd52c3031fe10616f0c937f6ca914e7fd9e5c,text,https://classroom.physics.tamu.edu/elec-mag/previous-tests/,classroom.physics.tamu.edu,qa,,Physics,Calculation,no licence stated,unverified,
c7c1f4bcd0db7351725723e6fd4089827dcd0de9f157ee1a8627b011bf23ea77,text,https://knzhou.github.io/,knzhou.github.io,qa,,Physics,Calculation,no licence stated,verified,https://knzhou.github.io/
c08415ca453d7d21f7330ae4192db9ced6bd5a8ee094fabce5c0c5b6a1b4cea6,text,https://ocw.mit.edu/courses/8-012-physics-i-classical-mechanics-fall-2008/download/,ocw.mit.edu,qa,,Physics,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
e852becccff0c55cbc36e3b49dc5c11ca07c4a1c6df7b7ee4e2fa05c950a6c85,text,https://ocw.mit.edu/courses/14-271-industrial-organization-i-fall-2022/download/,ocw.mit.edu,qa,,Math,Calculation,CC BY-NC-SA 4.0,verified,https://ocw.mit.edu/terms/
1a0166184b4079d0ff5094300206633e0c9ccfa64643434813e08d67ec97d777,text,https://www.nbi.dk/~petersen/Teaching/AppliedStatistics2018.html,www.nbi.dk,qa,,Math,Calculation,no licence stated,unverified,
1b32e5addda09433b0a7c706394a2aabc892aa51815bdc1670a4757f538011a6,text,https://knzhou.github.io/,knzhou.github.io,qa,,Physics,Calculation,no licence stated,verified,https://knzhou.github.io/
5c56faacc6e2ffb10979b28ba958bbf1a221daed011677a6f25c9d4c4759e39d,text,https://web.evanchen.cc/exams/IMO-2004-notes.pdf,web.evanchen.cc,,,Math,Calculation,no licence stated,unverified,
